"","Strain_Type","Position","Name","Description","Species","Highest_Value","no_N","Value_minus_no_N","max_OD","growth","adjusted_value_col","derivative","max_derivative","Treatment","timepoints","maxOD_before","growth_before"
"146",X63,B8,A1R05,Alteromonadales,Paraglaciecola chathamensis,0.079,0.0818,0,0.1038,1,0.01,0,0.0362277390818948,Ammonium + C,49.1644444444444,0.1941,1
"147",X63,B8,A1R05,Alteromonadales,Paraglaciecola chathamensis,0.1941,0.0903,0.1038,0.1038,1,0.1138,0.0362277390818948,0.0362277390818948,Ammonium + C,116.291388888889,0.1941,1
"148",X65,B9,A1R06,Alteromonadales,Pseudoalteromonas carrageenovora,0.0599,0.0599,0,0.2965,1,0.01,NA,0.209300889579389,Ammonium + C,0,0.3732,1
"149",X65,B9,A1R06,Alteromonadales,Pseudoalteromonas carrageenovora,0.072,0.064,0.00799999999999999,0.2965,1,0.018,0.209300889579389,0.209300889579389,Ammonium + C,2.80833333333333,0.3732,1
"150",X65,B9,A1R06,Alteromonadales,Pseudoalteromonas carrageenovora,0.1322,0.0694,0.0628,0.2965,1,0.0728,0.0749793431354923,0.209300889579389,Ammonium + C,21.4447222222222,0.3732,1
"151",X65,B9,A1R06,Alteromonadales,Pseudoalteromonas carrageenovora,0.1709,0.0732,0.0977,0.2965,1,0.1077,0.0735654090401737,0.209300889579389,Ammonium + C,26.7683333333333,0.3732,1
"152",X65,B9,A1R06,Alteromonadales,Pseudoalteromonas carrageenovora,0.331,0.0769,0.2541,0.2965,1,0.2641,0.048470754225558,0.209300889579389,Ammonium + C,45.2738888888889,0.3732,1
"153",X65,B9,A1R06,Alteromonadales,Pseudoalteromonas carrageenovora,0.3732,0.0767,0.2965,0.2965,1,0.3065,0.0382695823121124,0.209300889579389,Ammonium + C,49.1644444444444,0.3732,1
"154",X65,B9,A1R06,Alteromonadales,Pseudoalteromonas carrageenovora,0.3448,0.0943,0.2505,0.2965,1,0.2605,-0.00242249808223324,0.209300889579389,Ammonium + C,116.291388888889,0.3732,1
"155",X67,B10,A1R11,Alteromonadales,Pseudoalteromonas carrageenovora,0.0599,0.0599,0,0.3051,1,0.01,NA,0.209570204939299,Ammonium + C,0,0.3804,1
"156",X67,B10,A1R11,Alteromonadales,Pseudoalteromonas carrageenovora,0.061,0.0648,0,0.3051,1,0.01,0,0.209570204939299,Ammonium + C,2.80833333333333,0.3804,1
"157",X67,B10,A1R11,Alteromonadales,Pseudoalteromonas carrageenovora,0.1056,0.0691,0.0365,0.3051,1,0.0465,0.0824659341872584,0.209570204939299,Ammonium + C,21.4447222222222,0.3804,1
"158",X67,B10,A1R11,Alteromonadales,Pseudoalteromonas carrageenovora,0.2008,0.0689,0.1319,0.3051,1,0.1419,0.209570204939299,0.209570204939299,Ammonium + C,26.7683333333333,0.3804,1
"159",X67,B10,A1R11,Alteromonadales,Pseudoalteromonas carrageenovora,0.3682,0.073,0.2952,0.3051,1,0.3052,0.0413845838318748,0.209570204939299,Ammonium + C,45.2738888888889,0.3804,1
"160",X67,B10,A1R11,Alteromonadales,Pseudoalteromonas carrageenovora,0.3804,0.0753,0.3051,0.3051,1,0.3151,0.00820519046626714,0.209570204939299,Ammonium + C,49.1644444444444,0.3804,1
"161",X67,B10,A1R11,Alteromonadales,Pseudoalteromonas carrageenovora,0.3243,0.1295,0.1948,0.3051,1,0.2048,-0.00641852774863693,0.209570204939299,Ammonium + C,116.291388888889,0.3804,1
"162",X69,B11,A2M07,Flavobacteriales,NA,0.0649,0.0649,0,0.0273,0,0,0,0,Ammonium + C,0,0.1187,1
"163",X69,B11,A2M07,Flavobacteriales,NA,0.0605,0.0636,0,0.0273,0,0,0,0,Ammonium + C,2.80833333333333,0.1187,1
"164",X69,B11,A2M07,Flavobacteriales,NA,0.0661,0.0647,0.00140000000000001,0.0273,0,0.00140000000000001,0,0,Ammonium + C,21.4447222222222,0.1187,1
"165",X69,B11,A2M07,Flavobacteriales,NA,0.0683,0.0663,0.002,0.0273,0,0.002,0,0,Ammonium + C,26.7683333333333,0.1187,1
"166",X69,B11,A2M07,Flavobacteriales,NA,0.069,0.0696,0,0.0273,0,0,0,0,Ammonium + C,45.2738888888889,0.1187,1
"167",X69,B11,A2M07,Flavobacteriales,NA,0.0664,0.0706,0,0.0273,0,0,0,0,Ammonium + C,49.1644444444444,0.1187,1
"168",X69,B11,A2M07,Flavobacteriales,NA,0.1187,0.0914,0.0273,0.0273,0,0.0273,0,0,Ammonium + C,116.291388888889,0.1187,1
"169",X71,B12,A2R01,Pseudomonadales,Cobetia amphilecti,0.067,0.067,0,0.9843,1,0.01,NA,0.108330197613664,Ammonium + C,0,1.1269,1
"170",X71,B12,A2R01,Pseudomonadales,Cobetia amphilecti,0.0675,0.0658,0.00170000000000001,0.9843,1,0.0117,0.0559063793981001,0.108330197613664,Ammonium + C,2.80833333333333,1.1269,1
"171",X71,B12,A2R01,Pseudomonadales,Cobetia amphilecti,0.1528,0.0747,0.0781,0.9843,1,0.0881,0.108330197613664,0.108330197613664,Ammonium + C,21.4447222222222,1.1269,1
"172",X71,B12,A2R01,Pseudomonadales,Cobetia amphilecti,0.2182,0.08,0.1382,0.9843,1,0.1482,0.0976949985761267,0.108330197613664,Ammonium + C,26.7683333333333,1.1269,1
"173",X71,B12,A2R01,Pseudomonadales,Cobetia amphilecti,1.0104,0.1099,0.9005,0.9843,1,0.9105,0.098101955429307,0.108330197613664,Ammonium + C,45.2738888888889,1.1269,1
"174",X71,B12,A2R01,Pseudomonadales,Cobetia amphilecti,1.1269,0.1426,0.9843,0.9843,1,0.9943,0.0226304628120888,0.108330197613664,Ammonium + C,49.1644444444444,1.1269,1
"175",X71,B12,A2R01,Pseudomonadales,Cobetia amphilecti,0.9664,0.7129,0.2535,0.9843,1,0.2635,-0.0197831975668679,0.108330197613664,Ammonium + C,116.291388888889,1.1269,1
"176",X97,C1,A2R16,Pseudomonadales,Neptunomonas phycophila,0.0627,0.0627,0,0.5031,1,0.01,NA,0.180469175917549,Ammonium + C,0,0.7238,1
"177",X97,C1,A2R16,Pseudomonadales,Neptunomonas phycophila,0.0715,0.0649,0.00659999999999999,0.5031,1,0.0166,0.180469175917549,0.180469175917549,Ammonium + C,2.80833333333333,0.7238,1
"178",X97,C1,A2R16,Pseudomonadales,Neptunomonas phycophila,0.19,0.0787,0.1113,0.5031,1,0.1213,0.106719393571642,0.180469175917549,Ammonium + C,21.4447222222222,0.7238,1
"179",X97,C1,A2R16,Pseudomonadales,Neptunomonas phycophila,0.2447,0.0881,0.1566,0.5031,1,0.1666,0.0596078314436659,0.180469175917549,Ammonium + C,26.7683333333333,0.7238,1
"180",X97,C1,A2R16,Pseudomonadales,Neptunomonas phycophila,0.5914,0.175,0.4164,0.5031,1,0.4264,0.0507837843774844,0.180469175917549,Ammonium + C,45.2738888888889,0.7238,1
"181",X97,C1,A2R16,Pseudomonadales,Neptunomonas phycophila,0.7238,0.2207,0.5031,0.5031,1,0.5131,0.0475749240573057,0.180469175917549,Ammonium + C,49.1644444444444,0.7238,1
"182",X97,C1,A2R16,Pseudomonadales,Neptunomonas phycophila,0.709,0.4713,0.2377,0.5031,1,0.2477,-0.0108488838197502,0.180469175917549,Ammonium + C,116.291388888889,0.7238,1
"183",X99,C2,A2R20,Pseudomonadales,NA,0.0624,0.0624,0,0.1487,1,0.01,NA,0.105925656359889,Ammonium + C,0,0.272,1
"184",X99,C2,A2R20,Pseudomonadales,NA,0.0632,0.0671,0,0.1487,1,0.01,0,0.105925656359889,Ammonium + C,2.80833333333333,0.272,1
"185",X99,C2,A2R20,Pseudomonadales,NA,0.068,0.0659,0.0021,0.1487,1,0.0121,0.0102283956803616,0.105925656359889,Ammonium + C,21.4447222222222,0.272,1
"186",X99,C2,A2R20,Pseudomonadales,NA,0.0707,0.0681,0.00260000000000001,0.1487,1,0.0126,0.00760599534970268,0.105925656359889,Ammonium + C,26.7683333333333,0.272,1
"187",X99,C2,A2R20,Pseudomonadales,NA,0.0878,0.0915,0,0.1487,1,0.01,-0.0124887750745751,0.105925656359889,Ammonium + C,45.2738888888889,0.272,1
"188",X99,C2,A2R20,Pseudomonadales,NA,0.0955,0.0904,0.00510000000000001,0.1487,1,0.0151,0.105925656359889,0.105925656359889,Ammonium + C,49.1644444444444,0.272,1
"189",X99,C2,A2R20,Pseudomonadales,NA,0.272,0.1233,0.1487,0.1487,1,0.1587,0.0350428714308352,0.105925656359889,Ammonium + C,116.291388888889,0.272,1
"190",X101,C3,A3M03,Flavobacteriales,Zobellia galactanivorans,0.0622,0.0622,0,0.0966,1,0.01,NA,0.0352540762628673,Ammonium + C,0,0.3303,1
"191",X101,C3,A3M03,Flavobacteriales,Zobellia galactanivorans,0.0608,0.0647,0,0.0966,1,0.01,0,0.0352540762628673,Ammonium + C,2.80833333333333,0.3303,1
"192",X101,C3,A3M03,Flavobacteriales,Zobellia galactanivorans,0.0635,0.0656,0,0.0966,1,0.01,0,0.0352540762628673,Ammonium + C,21.4447222222222,0.3303,1
"193",X101,C3,A3M03,Flavobacteriales,Zobellia galactanivorans,0.0658,0.0662,0,0.0966,1,0.01,0,0.0352540762628673,Ammonium + C,26.7683333333333,0.3303,1
"194",X101,C3,A3M03,Flavobacteriales,Zobellia galactanivorans,0.0675,0.0699,0,0.0966,1,0.01,0,0.0352540762628673,Ammonium + C,45.2738888888889,0.3303,1
"195",X101,C3,A3M03,Flavobacteriales,Zobellia galactanivorans,0.0694,0.0722,0,0.0966,1,0.01,0,0.0352540762628673,Ammonium + C,49.1644444444444,0.3303,1
"196",X101,C3,A3M03,Flavobacteriales,Zobellia galactanivorans,0.3303,0.2337,0.0966,0.0966,1,0.1066,0.0352540762628673,0.0352540762628673,Ammonium + C,116.291388888889,0.3303,1
"197",X103,C4,A3R06,Rhodobacterales,Epibacterium mobile,0.0657,0.0657,0,0.073,1,0.01,NA,0.0651941624532926,Ammonium + C,0,0.5062,1
"198",X103,C4,A3R06,Rhodobacterales,Epibacterium mobile,0.0621,0.0649,0,0.073,1,0.01,0,0.0651941624532926,Ammonium + C,2.80833333333333,0.5062,1
"199",X103,C4,A3R06,Rhodobacterales,Epibacterium mobile,0.0693,0.0664,0.0029,0.073,1,0.0129,0.0136637102762649,0.0651941624532926,Ammonium + C,21.4447222222222,0.5062,1
"200",X103,C4,A3R06,Rhodobacterales,Epibacterium mobile,0.0776,0.0715,0.00610000000000001,0.073,1,0.0161,0.0416243703752701,0.0651941624532926,Ammonium + C,26.7683333333333,0.5062,1
"201",X103,C4,A3R06,Rhodobacterales,Epibacterium mobile,0.1247,0.0809,0.0438,0.073,1,0.0538,0.0651941624532926,0.0651941624532926,Ammonium + C,45.2738888888889,0.5062,1
"202",X103,C4,A3R06,Rhodobacterales,Epibacterium mobile,0.1388,0.0837,0.0551,0.073,1,0.0651,0.0490035624281327,0.0651941624532926,Ammonium + C,49.1644444444444,0.5062,1
"203",X103,C4,A3R06,Rhodobacterales,Epibacterium mobile,0.5062,0.4332,0.073,0.073,1,0.083,0.00361875638154685,0.0651941624532926,Ammonium + C,116.291388888889,0.5062,1
"204",X115,C10,A3R12,Alteromonadales,Paraglaciecola chathamensis,0.0675,0.0675,0,0.1264,1,0.01,NA,0.141403209933683,Ammonium + C,0,0.3016,1
"205",X115,C10,A3R12,Alteromonadales,Paraglaciecola chathamensis,0.0706,0.0662,0.0044,0.1264,1,0.0144,0.129843245194508,0.141403209933683,Ammonium + C,2.80833333333333,0.3016,1
"206",X115,C10,A3R12,Alteromonadales,Paraglaciecola chathamensis,0.0762,0.0701,0.00610000000000001,0.1264,1,0.0161,0.00598780515226287,0.141403209933683,Ammonium + C,21.4447222222222,0.3016,1
"207",X115,C10,A3R12,Alteromonadales,Paraglaciecola chathamensis,0.0811,0.0753,0.0058,0.1264,1,0.0158,-0.00353319045379544,0.141403209933683,Ammonium + C,26.7683333333333,0.3016,1
"208",X115,C10,A3R12,Alteromonadales,Paraglaciecola chathamensis,0.1117,0.0793,0.0324,0.1264,1,0.0424,0.0533428147694081,0.141403209933683,Ammonium + C,45.2738888888889,0.3016,1
"209",X115,C10,A3R12,Alteromonadales,Paraglaciecola chathamensis,0.1443,0.0808,0.0635,0.1264,1,0.0735,0.141403209933683,0.141403209933683,Ammonium + C,49.1644444444444,0.3016,1
"210",X115,C10,A3R12,Alteromonadales,Paraglaciecola chathamensis,0.3016,0.1752,0.1264,0.1264,1,0.1364,0.00921100080314683,0.141403209933683,Ammonium + C,116.291388888889,0.3016,1
"211",X263,F12,AS40,Flavobacteriales,Algibacter lectus,0.0627,0.0627,0,0.1307,1,0.01,NA,0.0836694136955474,Ammonium + C,0,0.3494,1
"212",X263,F12,AS40,Flavobacteriales,Algibacter lectus,0.0626,0.0677,0,0.1307,1,0.01,0,0.0836694136955474,Ammonium + C,2.80833333333333,0.3494,1
"213",X263,F12,AS40,Flavobacteriales,Algibacter lectus,0.0733,0.0694,0.0039,0.1307,1,0.0139,0.0176699332207503,0.0836694136955474,Ammonium + C,21.4447222222222,0.3494,1
"214",X263,F12,AS40,Flavobacteriales,Algibacter lectus,0.0818,0.0701,0.0117,0.1307,1,0.0217,0.0836694136955474,0.0836694136955474,Ammonium + C,26.7683333333333,0.3494,1
"215",X263,F12,AS40,Flavobacteriales,Algibacter lectus,0.1014,0.0784,0.023,0.1307,1,0.033,0.0226524029317358,0.0836694136955474,Ammonium + C,45.2738888888889,0.3494,1
"216",X263,F12,AS40,Flavobacteriales,Algibacter lectus,0.1114,0.077,0.0344,0.1307,1,0.0444,0.0762698035626243,0.0836694136955474,Ammonium + C,49.1644444444444,0.3494,1
"217",X263,F12,AS40,Flavobacteriales,Algibacter lectus,0.3494,0.2187,0.1307,0.1307,1,0.1407,0.0171822284512999,0.0836694136955474,Ammonium + C,116.291388888889,0.3494,1
"218",X215,E12,AS88,Alteromonadales,NA,0.0657,0.0657,0,0.153,1,0.01,NA,0.0932301963601959,Ammonium + C,0,0.41,1
"219",X215,E12,AS88,Alteromonadales,NA,0.064,0.0688,0,0.153,1,0.01,0,0.0932301963601959,Ammonium + C,2.80833333333333,0.41,1
"220",X215,E12,AS88,Alteromonadales,NA,0.0722,0.0751,0,0.153,1,0.01,0,0.0932301963601959,Ammonium + C,21.4447222222222,0.41,1
"221",X215,E12,AS88,Alteromonadales,NA,0.0802,0.076,0.0042,0.153,1,0.0142,0.0658682357321891,0.0932301963601959,Ammonium + C,26.7683333333333,0.41,1
"222",X215,E12,AS88,Alteromonadales,NA,0.1499,0.0906,0.0593,0.153,1,0.0693,0.0856609214908303,0.0932301963601959,Ammonium + C,45.2738888888889,0.41,1
"223",X215,E12,AS88,Alteromonadales,NA,0.1843,0.0947,0.0896,0.153,1,0.0996,0.0932301963601959,0.0932301963601959,Ammonium + C,49.1644444444444,0.41,1
"224",X215,E12,AS88,Alteromonadales,NA,0.41,0.257,0.153,0.153,1,0.163,0.00733815668645375,0.0932301963601959,Ammonium + C,116.291388888889,0.41,1
"225",X243,F2,AS94,Flavobacteriales,NA,0.0631,0.0631,0,0.0205,0,0,0,0,Ammonium + C,0,0.1138,1
"226",X243,F2,AS94,Flavobacteriales,NA,0.0628,0.0651,0,0.0205,0,0,0,0,Ammonium + C,2.80833333333333,0.1138,1
"227",X243,F2,AS94,Flavobacteriales,NA,0.0645,0.0608,0.0037,0.0205,0,0.0037,0,0,Ammonium + C,21.4447222222222,0.1138,1
"228",X243,F2,AS94,Flavobacteriales,NA,0.0666,0.0631,0.0035,0.0205,0,0.0035,0,0,Ammonium + C,26.7683333333333,0.1138,1
"229",X243,F2,AS94,Flavobacteriales,NA,0.0668,0.0651,0.00169999999999999,0.0205,0,0.00169999999999999,0,0,Ammonium + C,45.2738888888889,0.1138,1
"230",X243,F2,AS94,Flavobacteriales,NA,0.0643,0.0641,0.000199999999999992,0.0205,0,0.000199999999999992,0,0,Ammonium + C,49.1644444444444,0.1138,1
"231",X243,F2,AS94,Flavobacteriales,NA,0.1138,0.0933,0.0205,0.0205,0,0.0205,0,0,Ammonium + C,116.291388888889,0.1138,1
"232",X105,C5,B1M15,Flavobacteriales,Cobetia amphilecti,0.0644,0.0644,0,0.0625,1,0.01,NA,0.154147560934803,Ammonium + C,0,0.3538,1
"233",X105,C5,B1M15,Flavobacteriales,Cobetia amphilecti,0.0626,0.0628,0,0.0625,1,0.01,0,0.154147560934803,Ammonium + C,2.80833333333333,0.3538,1
"234",X105,C5,B1M15,Flavobacteriales,Cobetia amphilecti,0.0662,0.0646,0.00159999999999999,0.0625,1,0.0116,0.00796398948332531,0.154147560934803,Ammonium + C,21.4447222222222,0.3538,1
"235",X105,C5,B1M15,Flavobacteriales,Cobetia amphilecti,0.0711,0.0674,0.00369999999999999,0.0625,1,0.0137,0.0312552384554311,0.154147560934803,Ammonium + C,26.7683333333333,0.3538,1
"236",X105,C5,B1M15,Flavobacteriales,Cobetia amphilecti,0.1363,0.1065,0.0298,0.0625,1,0.0398,0.0576297791360362,0.154147560934803,Ammonium + C,45.2738888888889,0.3538,1
"237",X105,C5,B1M15,Flavobacteriales,Cobetia amphilecti,0.1808,0.1183,0.0625,0.0625,1,0.0725,0.154147560934803,0.154147560934803,Ammonium + C,49.1644444444444,0.3538,1
"238",X105,C5,B1M15,Flavobacteriales,Cobetia amphilecti,0.3538,0.3074,0.0464,0.0625,1,0.0564,-0.00374093302525405,0.154147560934803,Ammonium + C,116.291388888889,0.3538,1
"239",X107,C6,B1R08,Pseudomonadales,NA,0.0655,0.0655,0,0.8975,1,0.01,NA,0.180017670730739,Ammonium + C,0,1.3391,1
"240",X107,C6,B1R08,Pseudomonadales,NA,0.0649,0.0653,0,0.8975,1,0.01,0,0.180017670730739,Ammonium + C,2.80833333333333,1.3391,1
"241",X107,C6,B1R08,Pseudomonadales,NA,0.1603,0.0781,0.0822,0.8975,1,0.0922,0.119195572211572,0.180017670730739,Ammonium + C,21.4447222222222,1.3391,1
"242",X107,C6,B1R08,Pseudomonadales,NA,0.3174,0.087,0.2304,0.8975,1,0.2404,0.180017670730739,0.180017670730739,Ammonium + C,26.7683333333333,1.3391,1
"243",X107,C6,B1R08,Pseudomonadales,NA,0.7552,0.1,0.6552,0.8975,1,0.6652,0.0549988105789221,0.180017670730739,Ammonium + C,45.2738888888889,1.3391,1
"244",X107,C6,B1R08,Pseudomonadales,NA,0.83,0.1119,0.7181,0.8975,1,0.7281,0.0232230725899482,0.180017670730739,Ammonium + C,49.1644444444444,1.3391,1
"245",X107,C6,B1R08,Pseudomonadales,NA,1.3391,0.4416,0.8975,0.8975,1,0.9075,0.00328117370098125,0.180017670730739,Ammonium + C,116.291388888889,1.3391,1
"246",X109,C7,B1R10,Alteromonadales,Cobetia marina,0.0607,0.0607,0,0.083,1,0.01,NA,0.0842717337929893,Ammonium + C,0,0.2816,1
"247",X109,C7,B1R10,Alteromonadales,Cobetia marina,0.0624,0.0653,0,0.083,1,0.01,0,0.0842717337929893,Ammonium + C,2.80833333333333,0.2816,1
"248",X109,C7,B1R10,Alteromonadales,Cobetia marina,0.0706,0.0674,0.00319999999999999,0.083,1,0.0132,0.0148972925094842,0.0842717337929893,Ammonium + C,21.4447222222222,0.2816,1
"249",X109,C7,B1R10,Alteromonadales,Cobetia marina,0.0742,0.0679,0.0063,0.083,1,0.0163,0.0396250353035956,0.0842717337929893,Ammonium + C,26.7683333333333,0.2816,1
"250",X109,C7,B1R10,Alteromonadales,Cobetia marina,0.0912,0.0762,0.015,0.083,1,0.025,0.023112557511254,0.0842717337929893,Ammonium + C,45.2738888888889,0.2816,1
"251",X109,C7,B1R10,Alteromonadales,Cobetia marina,0.1025,0.0778,0.0247,0.083,1,0.0347,0.0842717337929893,0.0842717337929893,Ammonium + C,49.1644444444444,0.2816,1
"252",X109,C7,B1R10,Alteromonadales,Cobetia marina,0.2816,0.1986,0.083,0.083,1,0.093,0.0146864990557757,0.0842717337929893,Ammonium + C,116.291388888889,0.2816,1
"253",X111,C8,B1R15,Alteromonadales,Shewanella sp002873615,0.0611,0.0611,0,0.202,1,0.01,NA,0.0745434738183454,Ammonium + C,0,0.3006,1
"254",X111,C8,B1R15,Alteromonadales,Shewanella sp002873615,0.064,0.0626,0.0014,0.202,1,0.0114,0.0466569480378886,0.0745434738183454,Ammonium + C,2.80833333333333,0.3006,1
"255",X111,C8,B1R15,Alteromonadales,Shewanella sp002873615,0.0769,0.0744,0.0025,0.202,1,0.0125,0.00494276490241763,0.0745434738183454,Ammonium + C,21.4447222222222,0.3006,1
"256",X111,C8,B1R15,Alteromonadales,Shewanella sp002873615,0.0813,0.0766,0.0047,0.202,1,0.0147,0.0304527971883728,0.0745434738183454,Ammonium + C,26.7683333333333,0.3006,1
"257",X111,C8,B1R15,Alteromonadales,Shewanella sp002873615,0.138,0.0896,0.0484,0.202,1,0.0584,0.0745434738183454,0.0745434738183454,Ammonium + C,45.2738888888889,0.3006,1
"258",X111,C8,B1R15,Alteromonadales,Shewanella sp002873615,0.1513,0.0896,0.0617,0.202,1,0.0717,0.0527366477207636,0.0745434738183454,Ammonium + C,49.1644444444444,0.3006,1
"259",X111,C8,B1R15,Alteromonadales,Shewanella sp002873615,0.3006,0.0986,0.202,0.202,1,0.212,0.0161499310900954,0.0745434738183454,Ammonium + C,116.291388888889,0.3006,1
"260",X113,C9,B2M13,Pseudomonadales,Shewanella sp002873615,0.066,0.066,0,0.9697,1,0.01,NA,0.13691055312402,Ammonium + C,0,1.0553,1
"261",X113,C9,B2M13,Pseudomonadales,Shewanella sp002873615,0.0671,0.0689,0,0.9697,1,0.01,0,0.13691055312402,Ammonium + C,2.80833333333333,1.0553,1
"262",X113,C9,B2M13,Pseudomonadales,Shewanella sp002873615,0.1239,0.0724,0.0515,0.9697,1,0.0615,0.0974680284173188,0.13691055312402,Ammonium + C,21.4447222222222,1.0553,1
"263",X113,C9,B2M13,Pseudomonadales,Shewanella sp002873615,0.1358,0.076,0.0598,0.9697,1,0.0698,0.0237802559791848,0.13691055312402,Ammonium + C,26.7683333333333,1.0553,1
"264",X113,C9,B2M13,Pseudomonadales,Shewanella sp002873615,0.9544,0.085,0.8694,0.9697,1,0.8794,0.13691055312402,0.13691055312402,Ammonium + C,45.2738888888889,1.0553,1
"265",X113,C9,B2M13,Pseudomonadales,Shewanella sp002873615,1.0553,0.0856,0.9697,0.9697,1,0.9797,0.0277612140635437,0.13691055312402,Ammonium + C,49.1644444444444,1.0553,1
"266",X113,C9,B2M13,Pseudomonadales,Shewanella sp002873615,1.0208,0.2252,0.7956,0.9697,1,0.8056,-0.00291476191215847,0.13691055312402,Ammonium + C,116.291388888889,1.0553,1
"267",X117,C11,B2R09,Rhodobacterales,Roseovarius nubinhibens,0.0649,0.0649,0,0.0144,0,0,0,0,Ammonium + C,0,0.1108,1
"268",X117,C11,B2R09,Rhodobacterales,Roseovarius nubinhibens,0.0636,0.0632,0.000399999999999998,0.0144,0,0.000399999999999998,0,0,Ammonium + C,2.80833333333333,0.1108,1
"269",X117,C11,B2R09,Rhodobacterales,Roseovarius nubinhibens,0.0718,0.0675,0.0043,0.0144,0,0.0043,0,0,Ammonium + C,21.4447222222222,0.1108,1
"270",X117,C11,B2R09,Rhodobacterales,Roseovarius nubinhibens,0.0754,0.0692,0.0062,0.0144,0,0.0062,0,0,Ammonium + C,26.7683333333333,0.1108,1
"271",X117,C11,B2R09,Rhodobacterales,Roseovarius nubinhibens,0.0848,0.0749,0.00990000000000001,0.0144,0,0.00990000000000001,0,0,Ammonium + C,45.2738888888889,0.1108,1
"272",X117,C11,B2R09,Rhodobacterales,Roseovarius nubinhibens,0.0896,0.0752,0.0144,0.0144,0,0.0144,0,0,Ammonium + C,49.1644444444444,0.1108,1
"273",X117,C11,B2R09,Rhodobacterales,Roseovarius nubinhibens,0.1108,0.099,0.0118,0.0144,0,0.0118,0,0,Ammonium + C,116.291388888889,0.1108,1
"274",X289,G1,B2R14_2,Flavobacteriales,NA,0.062,0.062,0,0.1394,1,0.01,NA,0.172938586394999,Ammonium + C,0,0.4587,1
"275",X289,G1,B2R14_2,Flavobacteriales,NA,0.059,0.0655,0,0.1394,1,0.01,0,0.172938586394999,Ammonium + C,2.80833333333333,0.4587,1
"276",X289,G1,B2R14_2,Flavobacteriales,NA,0.0662,0.0684,0,0.1394,1,0.01,0,0.172938586394999,Ammonium + C,21.4447222222222,0.4587,1
"277",X289,G1,B2R14_2,Flavobacteriales,NA,0.0699,0.069,0.000899999999999998,0.1394,1,0.0109,0.016187827105024,0.172938586394999,Ammonium + C,26.7683333333333,0.4587,1
"278",X289,G1,B2R14_2,Flavobacteriales,NA,0.1554,0.0958,0.0596,0.1394,1,0.0696,0.100186226376148,0.172938586394999,Ammonium + C,45.2738888888889,0.4587,1
"279",X289,G1,B2R14_2,Flavobacteriales,NA,0.2343,0.1079,0.1264,0.1394,1,0.1364,0.172938586394999,0.172938586394999,Ammonium + C,49.1644444444444,0.4587,1
"280",X289,G1,B2R14_2,Flavobacteriales,NA,0.4587,0.3193,0.1394,0.1394,1,0.1494,0.00135616968778756,0.172938586394999,Ammonium + C,116.291388888889,0.4587,1
"281",X197,E3,B3M02,Alteromonadales,Psychromonas sp003318165,0.0679,0.0679,0,0.3143,1,0.01,NA,0.186682298864963,Ammonium + C,0,0.43,1
"282",X197,E3,B3M02,Alteromonadales,Psychromonas sp003318165,0.0626,0.0639,0,0.3143,1,0.01,0,0.186682298864963,Ammonium + C,2.80833333333333,0.43,1
"283",X197,E3,B3M02,Alteromonadales,Psychromonas sp003318165,0.3865,0.0722,0.3143,0.3143,1,0.3243,0.186682298864963,0.186682298864963,Ammonium + C,21.4447222222222,0.43,1
"284",X197,E3,B3M02,Alteromonadales,Psychromonas sp003318165,0.3649,0.094,0.2709,0.3143,1,0.2809,-0.0269873730827586,0.186682298864963,Ammonium + C,26.7683333333333,0.43,1
"285",X197,E3,B3M02,Alteromonadales,Psychromonas sp003318165,0.382,0.287,0.095,0.3143,1,0.105,-0.0531752954402526,0.186682298864963,Ammonium + C,45.2738888888889,0.43,1
"286",X197,E3,B3M02,Alteromonadales,Psychromonas sp003318165,0.3851,0.2817,0.1034,0.3143,1,0.1134,0.0197815042189105,0.186682298864963,Ammonium + C,49.1644444444444,0.43,1
"287",X197,E3,B3M02,Alteromonadales,Psychromonas sp003318165,0.43,0.3725,0.0575,0.3143,1,0.0675,-0.00772854771967956,0.186682298864963,Ammonium + C,116.291388888889,0.43,1
