"timepoints","Strain_Type","Value","Plate","Position","Name","Description","Species","y","Treatment","Highest_Value"
21.4447222222222,"X147",0.3194,"plate 1","D2","G2R10","Vibrionales","Vibrio splendidus",0.3203,"Ammonium + C",NA
21.4447222222222,"X149",0.0697,"plate 1","D3","B3R02","Alteromonadales",NA,0.065,"Ammonium + C",NA
21.4447222222222,"X151",0.2986,"plate 1","D4","C2M01","Vibrionales",NA,0.3466,"Ammonium + C",NA
21.4447222222222,"X153",0.0631,"plate 1","D5","C2M04","Alteromonadales","Agarivorans sp005405585",0.0658,"Ammonium + C",NA
21.4447222222222,"X155",0.1394,"plate 1","D6","C2R09","Rhodobacterales",NA,0.0996,"Ammonium + C",NA
21.4447222222222,"X157",0.0809,"plate 1","D7","C2R11","Alteromonadales","Shewanella sp002873135",0.0803,"Ammonium + C",NA
21.4447222222222,"X159",0.1007,"plate 1","D8","C2R13","Pseudomonadales","Cobetia amphilecti",0.1011,"Ammonium + C",NA
21.4447222222222,"X161",0.0816,"plate 1","D9","C2R21","Alteromonadales","Pseudoalteromonas carrageenovora",0.0787,"Ammonium + C",NA
21.4447222222222,"X163",0.0737,"plate 1","D10","C3M06","Rhodobacterales",NA,0.0715,"Ammonium + C",NA
21.4447222222222,"X165",0.0894,"plate 1","D11","C3M08","Alteromonadales","Pseudoalteromonas carrageenovora",0.0833,"Ammonium + C",NA
21.4447222222222,"X167",0.0611,"plate 1","D12","C3M10","Alteromonadales","Pseudoalteromonas carrageenovora",0.0702,"Ammonium + C",NA
21.4447222222222,"X193",0.0712,"plate 1","E1","C3M11","Flavobacteriales",NA,0.0635,"Ammonium + C",NA
21.4447222222222,"X197",0.3865,"plate 1","E3","B3M02","Alteromonadales","Psychromonas sp003318165",0.3812,"Ammonium + C",NA
21.4447222222222,"X201",0.0615,"plate 1","E5","C3R12","Vibrionales","Vibrio sp000272145",0.0627,"Ammonium + C",NA
21.4447222222222,"X203",0.084,"plate 1","E6","C3R14","Alteromonadales","Shewanella sp002873135",0.0622,"Ammonium + C",NA
21.4447222222222,"X205",0.0816,"plate 1","E7","D2M19","Pseudomonadales",NA,0.0745,"Ammonium + C",NA
21.4447222222222,"X207",0.0571,"plate 1","E8","D2R05","Alteromonadales",NA,0.0622,"Ammonium + C",NA
21.4447222222222,"X209",0.1232,"plate 1","E9","C2R07_2","Rhodobacterales",NA,0.1151,"Ammonium + C",NA
21.4447222222222,"X211",0.0606,"plate 1","E10","D3M06","Pseudomonadales","Acinetobacter guillouiae",0.0662,"Ammonium + C",NA
21.4447222222222,"X213",0.0632,"plate 1","E11","D3M17","Flavobacteriales","Arenibacter palladensis",0.0639,"Ammonium + C",NA
21.4447222222222,"X215",0.0644,"plate 1","E12","AS88","Alteromonadales",NA,0.0722,"Ammonium + C",NA
21.4447222222222,"X241",0.0667,"plate 1","F1","D3R04","Alteromonadales","Shewanella sp002873135",0.0677,"Ammonium + C",NA
21.4447222222222,"X243",0.0645,"plate 1","F2","AS94","Flavobacteriales",NA,0.0601,"Ammonium + C",NA
21.4447222222222,"X245",0.0619,"plate 1","F3","D3R19","Flavobacteriales",NA,0.0674,"Ammonium + C",NA
21.4447222222222,"X249",0.2202,"plate 1","F5","E2M18","Vibrionales",NA,0.238,"Ammonium + C",NA
21.4447222222222,"X251",0.0629,"plate 1","F6","E2R12","Alteromonadales","Paraglaciecola chathamensis",0.0631,"Ammonium + C",NA
21.4447222222222,"X253",0.2535,"plate 1","F7","12B01","Vibrionales","Vibrio splendidus",0.2408,"Ammonium + C",NA
21.4447222222222,"X255",0.1006,"plate 1","F8","E3M02","Rhodobacterales",NA,0.1019,"Ammonium + C",NA
21.4447222222222,"X257",0.1804,"plate 1","F9","YB2","Vibrionales","Vibrio coralliilyticus",0.1199,"Ammonium + C",NA
21.4447222222222,"X259",0.0636,"plate 1","F10","E3M18","Flavobacteriales",NA,0.0634,"Ammonium + C",NA
21.4447222222222,"X263",0.0682,"plate 1","F12","AS40","Flavobacteriales","Algibacter lectus",0.0733,"Ammonium + C",NA
21.4447222222222,"X289",0.064,"plate 1","G1","B2R14_2","Flavobacteriales",NA,0.0662,"Ammonium + C",NA
21.4447222222222,"X291",0.0668,"plate 1","G2","F1R01","Alteromonadales","Shewanella sp002873615",0.0655,"Ammonium + C",NA
21.4447222222222,"X293",0.1683,"plate 1","G3","F1R06","Alteromonadales","Pseudoalteromonas carrageenovora",0.1695,"Ammonium + C",NA
21.4447222222222,"X295",0.1199,"plate 1","G4","F2M12","Alteromonadales","Alteromonas stellipolaris",0.0941,"Ammonium + C",NA
21.4447222222222,"X297",0.2951,"plate 1","G5","F2R02","Vibrionales","Vibrio splendidus",0.2962,"Ammonium + C",NA
21.4447222222222,"X299",0.2909,"plate 1","G6","F2R05","Vibrionales","Vibrio splendidus",0.2999,"Ammonium + C",NA
21.4447222222222,"X301",0.0631,"plate 1","G7","F2R13","Rhodobacterales","Shimia thalassica",0.0626,"Ammonium + C",NA
21.4447222222222,"X303",0.0647,"plate 1","G8","F3M04","Flavobacteriales","Zobellia uliginosa",0.0687,"Ammonium + C",NA
21.4447222222222,"X305",0.3975,"plate 1","G9","F3M06","Alteromonadales","Alteromonas stellipolaris",0.39,"Ammonium + C",NA
21.4447222222222,"X307",0.0623,"plate 1","G10","F3M07","Alteromonadales",NA,0.0627,"Ammonium + C",NA
21.4447222222222,"X309",0.3012,"plate 1","G11","F3M13","Alteromonadales","Alteromonas stellipolaris",0.2596,"Ammonium + C",NA
21.4447222222222,"X311",0.1923,"plate 1","G12","G1M15","Vibrionales","Photobacterium sanguinicancri",0.1785,"Ammonium + C",NA
21.4447222222222,"X337",0.1216,"plate 1","H1","1A01_rep","Vibrionales","Vibrio lentus/splendidus",0.1201,"Ammonium + C",NA
21.4447222222222,"X339",0.0645,"plate 1","H2","G2R05","Flavobacteriales","Cellulophaga sp002813425",0.0683,"Ammonium + C",NA
21.4447222222222,"X341",0.0678,"plate 1","H3","G2R07","Flavobacteriales","Cellulophaga sp002813425",0.0665,"Ammonium + C",NA
21.4447222222222,"X343",0.0624,"plate 1","H4","G2R13","Rhodobacterales","Shimia thalassica",0.0637,"Ammonium + C",NA
21.4447222222222,"X345",0.0696,"plate 1","H5","G3M07","Alteromonadales",NA,0.0689,"Ammonium + C",NA
21.4447222222222,"X347",0.0745,"plate 1","H6","G3M13","Alteromonadales","Alteromonas_B sp002729795",0.0699,"Ammonium + C",NA
21.4447222222222,"X349",0.0811,"plate 1","H7","I1M15","Pseudomonadales","Neptunomonas phycophila",0.0868,"Ammonium + C",NA
21.4447222222222,"X351",0.0767,"plate 1","H8","I1R14","Alteromonadales","Pseudoalteromonas carrageenovora",0.0717,"Ammonium + C",NA
21.4447222222222,"X353",0.0617,"plate 1","H9","I2M14","Pseudomonadales",NA,0.0642,"Ammonium + C",NA
21.4447222222222,"X355",0.1233,"plate 1","H10","I2M16","Pseudomonadales","Neptunomonas phycophila",0.1186,"Ammonium + C",NA
21.4447222222222,"X359",0.0624,"plate 1","H12","I2M19","Flavobacteriales",NA,0.0642,"Ammonium + C",NA
26.7683333333333,"X1",0.277,"plate 1","A1","1A01","Vibrionales","Vibrio lentus/splendidus",0.2644,"Ammonium + C",NA
26.7683333333333,"X3",0.2587,"plate 1","A2","3B05","Pseudomonadales","Neptunomonas phycophila",0.1917,"Ammonium + C",NA
26.7683333333333,"X5",0.1194,"plate 1","A3","3C02","Vibrionales","Vibrio splendidus",0.1115,"Ammonium + C",NA
26.7683333333333,"X7",0.3712,"plate 1","A4","3D04","Alteromonadales","Alteromonas stellipolaris",0.3214,"Ammonium + C",NA
26.7683333333333,"X9",0.0893,"plate 1","A5","4B03","Alteromonadales","Alteromonas sp000597705",0.0726,"Ammonium + C",NA
26.7683333333333,"X11",0.4432,"plate 1","A6","4B04","Vibrionales","Vibrio splendidus",0.4384,"Ammonium + C",NA
26.7683333333333,"X13",0.0893,"plate 1","A7","4D01","Alteromonadales","Pseudoalteromonas marina",0.07,"Ammonium + C",NA
26.7683333333333,"X15",0.0723,"plate 1","A8","4G03","Flavobacteriales","Tenacibaculum discolor",0.0634,"Ammonium + C",NA
26.7683333333333,"X17",0.0768,"plate 1","A9","4G09","Alteromonadales","Pseudoalteromonas marina",0.0708,"Ammonium + C",NA
26.7683333333333,"X19",0.0965,"plate 1","A10","5F06","Flavobacteriales","Maribacter dokdonensis",0.1058,"Ammonium + C",NA
26.7683333333333,"X21",0.1135,"plate 1","A11","5G01","Pseudomonadales","Neptunomonas phycophila",0.1033,"Ammonium + C",NA
26.7683333333333,"X23",0.1973,"plate 1","A12","6B07","Flavobacteriales","Maribacter dokdonensis",0.1664,"Ammonium + C",NA
26.7683333333333,"X49",0.4038,"plate 1","B1","6C01","Alteromonadales","Alteromonas stellipolaris",0.3532,"Ammonium + C",NA
26.7683333333333,"X51",0.1385,"plate 1","B2","6D03","Vibrionales","Vibrio penaeicida",0.126,"Ammonium + C",NA
26.7683333333333,"X53",0.4185,"plate 1","B3","6E01","Vibrionales","Vibrio penaeicida",0.3846,"Ammonium + C",NA
26.7683333333333,"X55",0.3398,"plate 1","B4","6E02","Vibrionales","Vibrio splendidus",0.3416,"Ammonium + C",NA
26.7683333333333,"X57",0.2464,"plate 1","B5","6E03","Vibrionales","Vibrio splendidus",0.2525,"Ammonium + C",NA
26.7683333333333,"X59",0.0735,"plate 1","B6","B3R02_2","Alteromonadales",NA,0.0688,"Ammonium + C",NA
26.7683333333333,"X61",0.0694,"plate 1","B7","A1M10","Flavobacteriales","Cellulophaga lytica",0.0757,"Ammonium + C",NA
26.7683333333333,"X63",0.0721,"plate 1","B8","A1R05","Alteromonadales","Paraglaciecola chathamensis",0.0735,"Ammonium + C",NA
26.7683333333333,"X65",0.1709,"plate 1","B9","A1R06","Alteromonadales","Pseudoalteromonas carrageenovora",0.1581,"Ammonium + C",NA
26.7683333333333,"X67",0.2008,"plate 1","B10","A1R11","Alteromonadales","Pseudoalteromonas carrageenovora",0.1738,"Ammonium + C",NA
26.7683333333333,"X69",0.0666,"plate 1","B11","A2M07","Flavobacteriales",NA,0.0683,"Ammonium + C",NA
26.7683333333333,"X71",0.2182,"plate 1","B12","A2R01","Pseudomonadales","Cobetia amphilecti",0.1614,"Ammonium + C",NA
26.7683333333333,"X97",0.2447,"plate 1","C1","A2R16","Pseudomonadales","Neptunomonas phycophila",0.1841,"Ammonium + C",NA
26.7683333333333,"X99",0.0707,"plate 1","C2","A2R20","Pseudomonadales",NA,0.0678,"Ammonium + C",NA
26.7683333333333,"X101",0.0645,"plate 1","C3","A3M03","Flavobacteriales","Zobellia galactanivorans",0.0658,"Ammonium + C",NA
26.7683333333333,"X103",0.0776,"plate 1","C4","A3R06","Rhodobacterales","Epibacterium mobile",0.0769,"Ammonium + C",NA
26.7683333333333,"X105",0.0711,"plate 1","C5","B1M15","Flavobacteriales","Cobetia amphilecti",0.0661,"Ammonium + C",NA
26.7683333333333,"X107",0.3174,"plate 1","C6","B1R08","Pseudomonadales",NA,0.1953,"Ammonium + C",NA
26.7683333333333,"X109",0.0742,"plate 1","C7","B1R10","Alteromonadales","Cobetia marina",0.0739,"Ammonium + C",NA
26.7683333333333,"X111",0.0813,"plate 1","C8","B1R15","Alteromonadales","Shewanella sp002873615",0.0792,"Ammonium + C",NA
26.7683333333333,"X113",0.1329,"plate 1","C9","B2M13","Pseudomonadales","Shewanella sp002873615",0.1358,"Ammonium + C",NA
26.7683333333333,"X115",0.0714,"plate 1","C10","A3R12","Alteromonadales","Paraglaciecola chathamensis",0.0811,"Ammonium + C",NA
26.7683333333333,"X117",0.0754,"plate 1","C11","B2R09","Rhodobacterales","Roseovarius nubinhibens",0.0752,"Ammonium + C",NA
26.7683333333333,"X119",0.0698,"plate 1","C12","B3M03","Rhodobacterales",NA,0.0756,"Ammonium + C",NA
26.7683333333333,"X145",0.0791,"plate 1","D1","B3M08","Rhodobacterales",NA,0.0768,"Ammonium + C",NA
26.7683333333333,"X147",0.411,"plate 1","D2","G2R10","Vibrionales","Vibrio splendidus",0.4062,"Ammonium + C",NA
26.7683333333333,"X149",0.0755,"plate 1","D3","B3R02","Alteromonadales",NA,0.0698,"Ammonium + C",NA
26.7683333333333,"X151",0.6677,"plate 1","D4","C2M01","Vibrionales",NA,0.6556,"Ammonium + C",NA
26.7683333333333,"X153",0.0709,"plate 1","D5","C2M04","Alteromonadales","Agarivorans sp005405585",0.0718,"Ammonium + C",NA
26.7683333333333,"X155",0.2464,"plate 1","D6","C2R09","Rhodobacterales",NA,0.1288,"Ammonium + C",NA
26.7683333333333,"X157",0.0819,"plate 1","D7","C2R11","Alteromonadales","Shewanella sp002873135",0.0915,"Ammonium + C",NA
26.7683333333333,"X159",0.1386,"plate 1","D8","C2R13","Pseudomonadales","Cobetia amphilecti",0.141,"Ammonium + C",NA
26.7683333333333,"X161",0.0917,"plate 1","D9","C2R21","Alteromonadales","Pseudoalteromonas carrageenovora",0.0884,"Ammonium + C",NA
26.7683333333333,"X163",0.0861,"plate 1","D10","C3M06","Rhodobacterales",NA,0.0844,"Ammonium + C",NA
26.7683333333333,"X165",0.1009,"plate 1","D11","C3M08","Alteromonadales","Pseudoalteromonas carrageenovora",0.1064,"Ammonium + C",NA
26.7683333333333,"X167",0.0738,"plate 1","D12","C3M10","Alteromonadales","Pseudoalteromonas carrageenovora",0.0795,"Ammonium + C",NA
26.7683333333333,"X193",0.0683,"plate 1","E1","C3M11","Flavobacteriales",NA,0.0698,"Ammonium + C",NA
26.7683333333333,"X197",0.3614,"plate 1","E3","B3M02","Alteromonadales","Psychromonas sp003318165",0.3649,"Ammonium + C",NA
26.7683333333333,"X201",0.0656,"plate 1","E5","C3R12","Vibrionales","Vibrio sp000272145",0.0647,"Ammonium + C",NA
26.7683333333333,"X203",0.0821,"plate 1","E6","C3R14","Alteromonadales","Shewanella sp002873135",0.0662,"Ammonium + C",NA
26.7683333333333,"X205",0.0991,"plate 1","E7","D2M19","Pseudomonadales",NA,0.0863,"Ammonium + C",NA
26.7683333333333,"X207",0.0638,"plate 1","E8","D2R05","Alteromonadales",NA,0.0655,"Ammonium + C",NA
26.7683333333333,"X209",0.1625,"plate 1","E9","C2R07_2","Rhodobacterales",NA,0.1374,"Ammonium + C",NA
26.7683333333333,"X211",0.066,"plate 1","E10","D3M06","Pseudomonadales","Acinetobacter guillouiae",0.0689,"Ammonium + C",NA
26.7683333333333,"X213",0.0657,"plate 1","E11","D3M17","Flavobacteriales","Arenibacter palladensis",0.0714,"Ammonium + C",NA
26.7683333333333,"X215",0.073,"plate 1","E12","AS88","Alteromonadales",NA,0.0802,"Ammonium + C",NA
26.7683333333333,"X241",0.0726,"plate 1","F1","D3R04","Alteromonadales","Shewanella sp002873135",0.0717,"Ammonium + C",NA
26.7683333333333,"X243",0.0666,"plate 1","F2","AS94","Flavobacteriales",NA,0.0618,"Ammonium + C",NA
26.7683333333333,"X245",0.0671,"plate 1","F3","D3R19","Flavobacteriales",NA,0.0703,"Ammonium + C",NA
26.7683333333333,"X249",0.328,"plate 1","F5","E2M18","Vibrionales",NA,0.3422,"Ammonium + C",NA
26.7683333333333,"X251",0.0679,"plate 1","F6","E2R12","Alteromonadales","Paraglaciecola chathamensis",0.0679,"Ammonium + C",NA
26.7683333333333,"X253",0.4037,"plate 1","F7","12B01","Vibrionales","Vibrio splendidus",0.402,"Ammonium + C",NA
26.7683333333333,"X255",0.1334,"plate 1","F8","E3M02","Rhodobacterales",NA,0.135,"Ammonium + C",NA
26.7683333333333,"X257",0.3045,"plate 1","F9","YB2","Vibrionales","Vibrio coralliilyticus",0.2632,"Ammonium + C",NA
26.7683333333333,"X259",0.0664,"plate 1","F10","E3M18","Flavobacteriales",NA,0.0683,"Ammonium + C",NA
26.7683333333333,"X263",0.0723,"plate 1","F12","AS40","Flavobacteriales","Algibacter lectus",0.0818,"Ammonium + C",NA
26.7683333333333,"X289",0.0697,"plate 1","G1","B2R14_2","Flavobacteriales",NA,0.0699,"Ammonium + C",NA
26.7683333333333,"X291",0.072,"plate 1","G2","F1R01","Alteromonadales","Shewanella sp002873615",0.071,"Ammonium + C",NA
26.7683333333333,"X293",0.2731,"plate 1","G3","F1R06","Alteromonadales","Pseudoalteromonas carrageenovora",0.2815,"Ammonium + C",NA
26.7683333333333,"X295",0.2037,"plate 1","G4","F2M12","Alteromonadales","Alteromonas stellipolaris",0.1995,"Ammonium + C",NA
26.7683333333333,"X297",0.4312,"plate 1","G5","F2R02","Vibrionales","Vibrio splendidus",0.4475,"Ammonium + C",NA
26.7683333333333,"X299",0.3882,"plate 1","G6","F2R05","Vibrionales","Vibrio splendidus",0.3847,"Ammonium + C",NA
26.7683333333333,"X301",0.0657,"plate 1","G7","F2R13","Rhodobacterales","Shimia thalassica",0.0644,"Ammonium + C",NA
26.7683333333333,"X303",0.0721,"plate 1","G8","F3M04","Flavobacteriales","Zobellia uliginosa",0.0736,"Ammonium + C",NA
26.7683333333333,"X305",0.4451,"plate 1","G9","F3M06","Alteromonadales","Alteromonas stellipolaris",0.5386,"Ammonium + C",NA
26.7683333333333,"X307",0.0663,"plate 1","G10","F3M07","Alteromonadales",NA,0.0667,"Ammonium + C",NA
26.7683333333333,"X309",0.3957,"plate 1","G11","F3M13","Alteromonadales","Alteromonas stellipolaris",0.4075,"Ammonium + C",NA
26.7683333333333,"X311",0.451,"plate 1","G12","G1M15","Vibrionales","Photobacterium sanguinicancri",0.4641,"Ammonium + C",NA
26.7683333333333,"X337",0.2574,"plate 1","H1","1A01_rep","Vibrionales","Vibrio lentus/splendidus",0.2644,"Ammonium + C",NA
26.7683333333333,"X339",0.0694,"plate 1","H2","G2R05","Flavobacteriales","Cellulophaga sp002813425",0.0713,"Ammonium + C",NA
26.7683333333333,"X341",0.0711,"plate 1","H3","G2R07","Flavobacteriales","Cellulophaga sp002813425",0.0724,"Ammonium + C",NA
26.7683333333333,"X343",0.0654,"plate 1","H4","G2R13","Rhodobacterales","Shimia thalassica",0.0666,"Ammonium + C",NA
26.7683333333333,"X345",0.0755,"plate 1","H5","G3M07","Alteromonadales",NA,0.0766,"Ammonium + C",NA
26.7683333333333,"X347",0.0859,"plate 1","H6","G3M13","Alteromonadales","Alteromonas_B sp002729795",0.0774,"Ammonium + C",NA
26.7683333333333,"X349",0.1075,"plate 1","H7","I1M15","Pseudomonadales","Neptunomonas phycophila",0.1209,"Ammonium + C",NA
26.7683333333333,"X351",0.0964,"plate 1","H8","I1R14","Alteromonadales","Pseudoalteromonas carrageenovora",0.0974,"Ammonium + C",NA
26.7683333333333,"X353",0.0664,"plate 1","H9","I2M14","Pseudomonadales",NA,0.0677,"Ammonium + C",NA
26.7683333333333,"X355",0.1649,"plate 1","H10","I2M16","Pseudomonadales","Neptunomonas phycophila",0.189,"Ammonium + C",NA
26.7683333333333,"X359",0.0649,"plate 1","H12","I2M19","Flavobacteriales",NA,0.0677,"Ammonium + C",NA
45.2738888888889,"X1",0.5282,"plate 1","A1","1A01","Vibrionales","Vibrio lentus/splendidus",0.5309,"Ammonium + C",NA
45.2738888888889,"X3",0.6612,"plate 1","A2","3B05","Pseudomonadales","Neptunomonas phycophila",0.6335,"Ammonium + C",NA
45.2738888888889,"X5",0.4522,"plate 1","A3","3C02","Vibrionales","Vibrio splendidus",0.4621,"Ammonium + C",NA
45.2738888888889,"X7",0.6617,"plate 1","A4","3D04","Alteromonadales","Alteromonas stellipolaris",0.5998,"Ammonium + C",NA
45.2738888888889,"X9",0.1623,"plate 1","A5","4B03","Alteromonadales","Alteromonas sp000597705",0.1218,"Ammonium + C",NA
45.2738888888889,"X11",0.6394,"plate 1","A6","4B04","Vibrionales","Vibrio splendidus",0.6122,"Ammonium + C",NA
45.2738888888889,"X13",0.4159,"plate 1","A7","4D01","Alteromonadales","Pseudoalteromonas marina",0.3889,"Ammonium + C",NA
45.2738888888889,"X15",0.0744,"plate 1","A8","4G03","Flavobacteriales","Tenacibaculum discolor",0.0643,"Ammonium + C",NA
45.2738888888889,"X17",0.1177,"plate 1","A9","4G09","Alteromonadales","Pseudoalteromonas marina",0.0941,"Ammonium + C",NA
45.2738888888889,"X19",0.2404,"plate 1","A10","5F06","Flavobacteriales","Maribacter dokdonensis",0.1825,"Ammonium + C",NA
45.2738888888889,"X21",0.351,"plate 1","A11","5G01","Pseudomonadales","Neptunomonas phycophila",0.3842,"Ammonium + C",NA
45.2738888888889,"X23",0.4911,"plate 1","A12","6B07","Flavobacteriales","Maribacter dokdonensis",0.3848,"Ammonium + C",NA
45.2738888888889,"X49",0.6328,"plate 1","B1","6C01","Alteromonadales","Alteromonas stellipolaris",0.6221,"Ammonium + C",NA
45.2738888888889,"X51",0.5074,"plate 1","B2","6D03","Vibrionales","Vibrio penaeicida",0.4973,"Ammonium + C",NA
45.2738888888889,"X53",0.6145,"plate 1","B3","6E01","Vibrionales","Vibrio penaeicida",0.5366,"Ammonium + C",NA
45.2738888888889,"X55",0.5268,"plate 1","B4","6E02","Vibrionales","Vibrio splendidus",0.517,"Ammonium + C",NA
45.2738888888889,"X57",0.3296,"plate 1","B5","6E03","Vibrionales","Vibrio splendidus",0.3256,"Ammonium + C",NA
45.2738888888889,"X59",0.0947,"plate 1","B6","B3R02_2","Alteromonadales",NA,0.0835,"Ammonium + C",NA
45.2738888888889,"X61",0.1424,"plate 1","B7","A1M10","Flavobacteriales","Cellulophaga lytica",0.1408,"Ammonium + C",NA
45.2738888888889,"X63",0.0805,"plate 1","B8","A1R05","Alteromonadales","Paraglaciecola chathamensis",0.0799,"Ammonium + C",NA
45.2738888888889,"X65",0.331,"plate 1","B9","A1R06","Alteromonadales","Pseudoalteromonas carrageenovora",0.3198,"Ammonium + C",NA
45.2738888888889,"X67",0.3682,"plate 1","B10","A1R11","Alteromonadales","Pseudoalteromonas carrageenovora",0.366,"Ammonium + C",NA
45.2738888888889,"X69",0.069,"plate 1","B11","A2M07","Flavobacteriales",NA,0.0679,"Ammonium + C",NA
45.2738888888889,"X71",0.9911,"plate 1","B12","A2R01","Pseudomonadales","Cobetia amphilecti",1.0104,"Ammonium + C",NA
45.2738888888889,"X97",0.5914,"plate 1","C1","A2R16","Pseudomonadales","Neptunomonas phycophila",0.5378,"Ammonium + C",NA
45.2738888888889,"X99",0.0878,"plate 1","C2","A2R20","Pseudomonadales",NA,0.0857,"Ammonium + C",NA
45.2738888888889,"X101",0.0675,"plate 1","C3","A3M03","Flavobacteriales","Zobellia galactanivorans",0.065,"Ammonium + C",NA
45.2738888888889,"X103",0.1247,"plate 1","C4","A3R06","Rhodobacterales","Epibacterium mobile",0.1084,"Ammonium + C",NA
45.2738888888889,"X105",0.1363,"plate 1","C5","B1M15","Flavobacteriales","Cobetia amphilecti",0.1329,"Ammonium + C",NA
45.2738888888889,"X107",0.7552,"plate 1","C6","B1R08","Pseudomonadales",NA,0.7179,"Ammonium + C",NA
45.2738888888889,"X109",0.091,"plate 1","C7","B1R10","Alteromonadales","Cobetia marina",0.0912,"Ammonium + C",NA
45.2738888888889,"X111",0.138,"plate 1","C8","B1R15","Alteromonadales","Shewanella sp002873615",0.1309,"Ammonium + C",NA
45.2738888888889,"X113",0.9544,"plate 1","C9","B2M13","Pseudomonadales","Shewanella sp002873615",0.7199,"Ammonium + C",NA
45.2738888888889,"X115",0.108,"plate 1","C10","A3R12","Alteromonadales","Paraglaciecola chathamensis",0.1117,"Ammonium + C",NA
45.2738888888889,"X117",0.0848,"plate 1","C11","B2R09","Rhodobacterales","Roseovarius nubinhibens",0.0836,"Ammonium + C",NA
45.2738888888889,"X119",0.1004,"plate 1","C12","B3M03","Rhodobacterales",NA,0.1009,"Ammonium + C",NA
45.2738888888889,"X145",0.0814,"plate 1","D1","B3M08","Rhodobacterales",NA,0.0796,"Ammonium + C",NA
